zzz ***Sun Mar 7 06:38:02 EST 2021
Unevictable:          32 kB
Mlocked:              32 kB
SwapTotal:       2097148 kB
SwapFree:        2087932 kB
Dirty:                20 kB
Writeback:             0 kB
AnonPages:        609196 kB
Mapped:           191604 kB
Shmem:             74944 kB
KReclaimable:     688660 kB
Slab:             948876 kB
SReclaimable:     688660 kB
SUnreclaim:       260216 kB
KernelStack:       10992 kB
PageTables:        30732 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    43122772 kB
Committed_AS:    2273824 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       29232 kB
VmallocChunk:          0 kB
Percpu:             8352 kB
HardwareCorrupted:     0 kB
AnonHugePages:    258048 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:     2359092 kB
DirectMap2M:    39260160 kB
DirectMap1G:    41943040 kB
zzz ***Sun Mar 7 06:48:42 EST 2021
MemTotal:       82051248 kB
MemFree:          948720 kB
MemAvailable:   79963388 kB
Buffers:            8492 kB
Cached:         79255012 kB
SwapCached:           60 kB
Active:         55975056 kB
Inactive:       23910500 kB
Active(anon):     246920 kB
Inactive(anon):   450084 kB
Active(file):   55728136 kB
Inactive(file): 23460416 kB
Unevictable:          32 kB
Mlocked:              32 kB
SwapTotal:       2097148 kB
SwapFree:        2087932 kB
Dirty:                20 kB
Writeback:             0 kB
AnonPages:        611208 kB
Mapped:           191632 kB
Shmem:             74944 kB
KReclaimable:     688660 kB
Slab:             948876 kB
SReclaimable:     688660 kB
SUnreclaim:       260216 kB
KernelStack:       10992 kB
PageTables:        30724 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    43122772 kB
Committed_AS:    2273824 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       29248 kB
VmallocChunk:          0 kB
Percpu:             8352 kB
HardwareCorrupted:     0 kB
AnonHugePages:    260096 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:     2359092 kB
DirectMap2M:    39260160 kB
DirectMap1G:    41943040 kB
zzz ***Sun Mar 7 06:49:13 EST 2021
MemTotal:       82051248 kB
MemFree:          946696 kB
MemAvailable:   79961668 kB
Buffers:            8492 kB
Cached:         79255312 kB
SwapCached:           60 kB
Active:         55977132 kB
Inactive:       23910800 kB
Active(anon):     248996 kB
Inactive(anon):   450080 kB
Active(file):   55728136 kB
Inactive(file): 23460720 kB
Unevictable:          32 kB
Mlocked:              32 kB
SwapTotal:       2097148 kB
SwapFree:        2087932 kB
Dirty:               108 kB
Writeback:             0 kB
AnonPages:        613236 kB
Mapped:           191632 kB
Shmem:             74944 kB
KReclaimable:     688660 kB
Slab:             948828 kB
SReclaimable:     688660 kB
SUnreclaim:       260168 kB
KernelStack:       10976 kB
PageTables:        30732 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    43122772 kB
Committed_AS:    2273824 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       29264 kB
VmallocChunk:          0 kB
Percpu:             8352 kB
HardwareCorrupted:     0 kB
AnonHugePages:    262144 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:     2359092 kB
DirectMap2M:    39260160 kB
DirectMap1G:    41943040 kB
zzz ***Sun Mar 7 06:49:43 EST 2021
MemTotal:       82051248 kB
MemFree:          950556 kB
MemAvailable:   79965840 kB
Buffers:            8492 kB
Cached:         79255628 kB
SwapCached:           60 kB
Active:         55973084 kB
Inactive:       23911112 kB
Active(anon):     244948 kB
Inactive(anon):   450080 kB
Active(file):   55728136 kB
Inactive(file): 23461032 kB
Unevictable:          32 kB
Mlocked:              32 kB
SwapTotal:       2097148 kB
SwapFree:        2087932 kB
Dirty:                16 kB
Writeback:             0 kB
AnonPages:        609192 kB
Mapped:           191616 kB
Shmem:             74944 kB
KReclaimable:     688660 kB
Slab:             948796 kB
SReclaimable:     688660 kB
SUnreclaim:       260136 kB
KernelStack:       11008 kB
PageTables:        30724 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    43122772 kB
Committed_AS:    2273824 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       29248 kB
VmallocChunk:          0 kB
Percpu:             8352 kB
HardwareCorrupted:     0 kB
AnonHugePages:    258048 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:     2359092 kB
DirectMap2M:    39260160 kB
DirectMap1G:    41943040 kB
zzz ***Sun Mar 7 06:50:14 EST 2021
MemTotal:       82051248 kB
MemFree:          946028 kB
MemAvailable:   79961616 kB
Buffers:            8492 kB
Cached:         79255928 kB
SwapCached:           60 kB
Active:         55977204 kB
Inactive:       23911412 kB
Active(anon):     249064 kB
Inactive(anon):   450080 kB
Active(file):   55728140 kB
Inactive(file): 23461332 kB
Unevictable:          32 kB
Mlocked:              32 kB
SwapTotal:       2097148 kB
SwapFree:        2087932 kB
Dirty:                12 kB
Writeback:             0 kB
AnonPages:        613252 kB
Mapped:           191616 kB
Shmem:             74944 kB
KReclaimable:     688660 kB
Slab:             948732 kB
SReclaimable:     688660 kB
SUnreclaim:       260072 kB
KernelStack:       11008 kB
PageTables:        30720 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    43122772 kB
Committed_AS:    2273568 kB
VmallocTotal:   34359738367 kB
VmallocUsed:       29264 kB
VmallocChunk:          0 kB
Percpu:             8352 kB
HardwareCorrupted:     0 kB
AnonHugePages:    262144 kB
ShmemHugePages:        0 kB
ShmemPmdMapped:        0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
Hugetlb:               0 kB
DirectMap4k:     2359092 kB
DirectMap2M:    39260160 kB
DirectMap1G:    41943040 kB
